!EXCLAMATION-POINT	ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE	ˈkloʊzˈkwoʊt
"DOUBLE-QUOTE	ˈdʌbəlˈkwoʊt
UMBERGER	ˈʌmbɝgɝ
UMBERTO	əmˈbɛrˌtoʊ
UMBILICAL	əmˈbɪlɪkəl
UMBLE	ˈʌmbəl
UMBRA	ˈʌmbrə
UMBRAGE	ˈʌmbrɪdʒ
UMBRELLA	əmˈbrɛlə, ˈʌmˌbrɛlə
UMBRELLAS	əmˈbrɛləz
UMBRIA	ˈʌmbriːə
UMETSU	ˌjuːˈmɛtsuː
UMFLEET	ˈʌmˌfliːt
UMHOLTZ	ˈʌmˌhoʊlts
UMLAND	ˈʌmlənd
UMLASI	ˌuːmˈlɑːsi
UMLAUF	ˈʌmlaʊf
UMM	ˈʌm
UMMEL	ˈʌməl
UMPHLETT	əmˈflɛt
UMPHRESS	ˈʌmfrɪs
UMPHREY	ˈʌmfri
UMPIRE	ˈʌmˌpaɪɝ
UMPIRES	ˈʌmˌpaɪɝz
UMPTEEN	ˈʌmpˈtiːn
UMPTEENTH	ˈʌmpˌtiːnθ
UMSCHEID	ˈʌmˌʃaɪd
UMSTEAD	ˈʌmˌstɛd
UN	ˈʌn, ˈjuːˈɛn
UNA	ˈuːnə
UNABASHED	ˌənəˈbæʃt
UNABASHEDLY	ˌənəˈbæʃɪdli
UNABATED	ˌənəˈbeɪtɪd
UNABLE	əˈneɪbəl
UNABOM	ˈjuːnəˌbɔm
UNABOMB	ˈjuːnəˌbɔm
UNABOMB'S	ˈjuːnəˌbɔmz
UNABOMBER	ˈjuːnəˌbɔmɝ
UNABOMBER'S	ˈjuːnəˌbɔmɝz
UNABOMBERS	ˈjuːnəˌbɔmɝz
UNABOMBING	ˈjuːnəˌbɔmɪŋ
UNABOMBINGS	ˈjuːnəˌbɔmɪŋz
UNABRIDGED	ˌənəˈbrɪdʒd
UNACCEPTABLE	ˌənækˈsɛptəbəl
UNACCEPTABLY	ˌənækˈsɛptəbli
UNACCOMPANIED	ˌənəˈkʌmpəniːd
UNACCOUNTABLE	ˌənəˈkaʊntəbəl
UNACCOUNTABLY	ˌənəˈkaʊntəbli
UNACCOUNTED	ˌənəˈkaʊntɪd
UNACCREDITED	ˌənəˈkrɛˌdɪtɪd
UNACCUSTOMED	ˌənəˈkʌstəmd
UNADDRESSED	ˌənəˈdrɛst
UNADJUST	ˌənəˈdʒʌst
UNADJUSTABLE	ˌənəˈdʒʌstɪbəl
UNADJUSTED	ˌənəˈdʒʌstɪd
UNADORN	ˌənəˈdɔrn
UNADORNED	ˌənəˈdɔrnd
UNADULTERATED	ˌənəˈdʌltɝˌeɪtɪd
UNAFFECTED	ˌənəˈfɛktɪd
UNAFFILIATE	ənəˈfɪliːˌeɪt
UNAFFILIATED	ənəˈfɪliːˌeɪtɪd
UNAFFORDABLE	ənəˈfɔrdəbəl
UNAFRAID	ˌənəˈfreɪd
UNAIDED	əˈneɪdɪd
UNALIENABLE	əˈneɪliːˌɛnəbəl
UNALLOCATE	əˈnæləˌkeɪt
UNALLOCATED	əˈnæləˌkeɪtɪd
UNALLOWABLE	ˌənəˈlaʊəbəl
UNALLOYED	əˈnæˌlɔɪd
UNALTERABLE	əˈnɔltɝəbəl
UNALTERABLY	əˈnɔltɝəbli
UNALTERED	əˈnɔltɝd
UNAMBIGUOUS	ˌənæmˈbɪgjəwəs
UNAMBIGUOUSLY	ənæmˈbɪgjuːəsli
UNAMENDED	ənəˈmɛndɪd
UNAMERICAN	ənəˈmɛrɪkən
UNAMORTIZED	əˈnæmɝˌtaɪzd
UNANGST	ˈɔnəŋst
UNANIMITY	ˌjuːnəˈnɪməti, ˌjuːnəˈnɪmɪti
UNANIMOUS	juːˈnænəməs
UNANIMOUSLY	juːˈnænəməsli
UNANNOUNCED	ˌənəˈnaʊnst
UNANSWERABLE	ˌəˈnænsɝəbəl
UNANSWERED	ˌəˈnænsɝd
UNANTICIPATED	ˌənænˈtɪsəˌpeɪtɪd
UNAPOLOGETIC	ˌənəˌpɑːləˈdʒɛtɪk
UNAPPEALING	ˌənəˈpiːlɪŋ
UNAPPETIZING	ˌəˈnæpɪˌtaɪzɪŋ
UNAPPRECIATED	ˌənəˈpriːʃiːˌeɪtɪd
UNAPPROACHABLE	ˌənəˈproʊtʃəbəl
UNAPPROVED	ˌənəˈpruːvd
UNARM	əˈnɑːrm
UNARMED	əˈnɑːrmd
UNASHAMED	ˌənəˈʃeɪmd
UNASHAMEDLY	ˌənəˈʃeɪmədli
UNASSAILABLE	ˌənəˈseɪləbəl
UNASSISTED	ˌənəˈsɪstɪd
UNASSUMING	ˌənəˈsuːmɪŋ
UNATTACH	ˌənəˈtætʃ
UNATTACHED	ˌənəˈtætʃt
UNATTAINABLE	ˌənəˈteɪnəbəl
UNATTENDED	ənəˈtɛndɪd
UNATTRACTIVE	ˌənəˈtræktɪv
UNAUDITED	əˈnɔdətɪd
UNAUTHENTIC	ˌənɔˈθɛntɪk
UNAUTHORIZED	əˈnɔθɝˌaɪzd
UNAVAILABILITY	ənəˌveɪləˈbɪlɪti
UNAVAILABLE	ˌənəˈveɪləbəl
UNAVAILING	ˌənəˈveɪlɪŋ
UNAVOIDABLE	ˌənəˈvɔɪdəbəl
UNAVOIDABLY	ˌənəˈvɔɪdəbli
UNAWARE	ˌənəˈwɛr
UNAWARES	ˌənəˈwɛrz
UNBALANCE	ənˈbæləns
UNBALANCED	ənˈbælənst
UNBEARABLE	ənˈbɛrəbəl
UNBEARABLY	ənˈbɛrəbli
UNBEATABLE	ˌənˈbiːtəbəl
UNBEATEN	ənˈbiːtən
UNBECOMING	ˌənbɪˈkʌmɪŋ, ˌənbiːˈkʌmɪŋ
UNBEKNOWN	ˌənbɪˈnoʊn, ˌənbiːˈnoʊn
UNBEKNOWNST	ənbiːˈnoʊnst
UNBELIEVABLE	ˌənbəˈliːvəbəl
UNBELIEVABLY	ˌənbəˈliːvəbli
UNBELIEVING	ˌənbəˈliːvɪŋ
UNBEND	ˌənˈbɛnd
UNBENDING	ˌənˈbɛndɪŋ
UNBIASED	ˌənˈbaɪəst
UNBLEMISHED	ənˈblɛmɪʃt
UNBOLT	ˈʌnˌboʊlt
UNBOLTED	ˈʌnˌboʊltɪd
UNBOOK	ənˈbʊk
UNBORN	ˈʌnˈbɔrn
UNBOUND	ənˈbaʊnd
UNBOUNDED	ənˈbaʊndɪd
UNBOWED	ənˈboʊd, ənˈbaʊd
UNBRANDED	ənˈbrændɪd
UNBREAKABILITY	ənˌbreɪkəˈbɪlɪti
UNBREAKABLE	ənˈbreɪkəbəl
UNBRIDLED	ənˈbraɪdəld
UNBROKEN	ənˈbroʊkən
UNBUILDABLE	ənˈbɪldəbəl
UNBUILT	ˌənˈbɪlt
UNBUNDLE	ənˈbʌndəl
UNBUNDLED	ənˈbʌndəld
UNBUNDLING	ənˈbʌndlɪŋ
UNBURDEN	ənˈbɝːdən
UNBURDENED	ənˈbɝːdənd
UNBURNED	ənˈbɝːnd
UNBUTTON	ənˈbʌtən
UNBUTTONED	ənˈbʌtənd
UNCALLED	ənˈkɔld
UNCANNILY	ənˈkænəli
UNCANNY	ənˈkæni
UNCAPHER	ˈʌnkəfɝ
UNCAPITALIZED	ənˈkæpɪtəlaɪzd
UNCARING	ənˈkɛrɪŋ
UNCEASING	ənˈsiːsɪŋ
UNCENSORED	ənˈsɛnsɝd
UNCEREMONIOUS	ˌənˌsɛrəˈmoʊniːəs
UNCEREMONIOUSLY	ˌənˌsɛrəˈmoʊniːəsli
UNCERTAIN	ənˈsɝːtən
UNCERTAINLY	ənˈsɝːtənli
UNCERTAINTIES	ənˈsɝːtəntiːz
UNCERTAINTY	ənˈsɝːtənti
UNCHALLENGED	ənˈtʃælɪndʒd
UNCHANGED	ənˈtʃeɪndʒd
UNCHANGING	ənˈtʃeɪndʒɪŋ
UNCHARACTERISTIC	ˌənˌkɛrɪktɝˈɪstɪk
UNCHARACTERISTICALLY	ˌənˌkɛrɪktɝˈɪstɪkli
UNCHARTED	ənˈtʃɑːrtɪd
UNCHARTERED	ənˈtʃɑːrtɝd
UNCHECKED	ənˈtʃɛkt
UNCIVIL	ənˈsɪvəl
UNCIVILIZED	ənˈsɪvəlaɪzd
UNCLAIMED	ənˈkleɪmd
UNCLAMP	ənˈklæmp
UNCLAMPS	ənˈklæmps
UNCLASSIFIED	ənˈklæsɪˌfaɪd
UNCLASSIFY	ənˈklæsɪˌfaɪ
UNCLE	ˈʌŋkəl
UNCLE'S	ˈʌŋkəlz
UNCLEAN	ənˈkliːn
UNCLEAR	ənˈklɪr
UNCLES	ˈʌŋkəlz
UNCLUTTERED	ənˈklʌtɝd
UNCOAT	ənˈkoʊt
UNCOATED	ənˈkoʊtɪd
UNCOIL	ˌənˈkɔɪl
UNCOILED	ˌənˈkɔɪld
UNCOLLECTABLE	ənkəˈlɛktəbəl
UNCOLLECTED	ənkəˈlɛktɪd
UNCOLLECTIBLE	ənkəˈlɛktɪbəl
UNCOMFORTABLE	ənˈkʌmfɝtəbəl
UNCOMFORTABLY	ənˈkʌmftəbli
UNCOMMITTED	ˌənkəˈmɪtɪd
UNCOMMON	ənˈkɑːmən
UNCOMMONLY	ˌənˈkɑːmənli
UNCOMPENSATE	ənˈkɑːmpənˌseɪt
UNCOMPENSATED	ənˈkɑːmpənˌseɪtɪd
UNCOMPETITIVE	ənkəmˈpɛtətɪv
UNCOMPLETE	ˌənkəmˈpliːt
UNCOMPLETED	ˌənkəmˈpliːtɪd
UNCOMPLICATE	ənˈkɑːmpləˌkeɪt
UNCOMPLICATED	ənˈkɑːmpləˌkeɪtɪd
UNCOMPROMISING	ənˈkɑːmprəmaɪzɪŋ
UNCONCEALED	ˌənkənˈsiːld
UNCONCERN	ˌənkənˈsɝːn
UNCONCERNED	ˌənkənˈsɝːnd
UNCONDITIONAL	ˌənkənˈdɪʃənəl
UNCONDITIONALLY	ˌənkənˈdɪʃənəli, ˌənkənˈdɪʃnəli
UNCONFINED	ˌənkənˈfaɪnd
UNCONFIRMED	ˌənkənˈfɝːmd
UNCONNECTED	ˌənkəˈnɛktɪd
UNCONSCIONABLE	ənˈkɑːnʃənəbəl
UNCONSCIOUS	ˌənˈkɑːnʃəs
UNCONSCIOUSLY	ˌənˈkɑːnʃəsli
UNCONSCIOUSNESS	ˌənˈkɑːnʃəsnɪs
UNCONSOLIDATED	ənkənˈsɑːləˌdeɪtɪd
UNCONSTITUTIONAL	ˌənˌkɑːnstəˈtuːʃənəl
UNCONSTITUTIONALLY	ˌənˌkɑːnstəˈtuːʃənəli, ˌənˌkɑːnstəˈtuːʃnəli
UNCONSTRAINED	ˌənkənˈstreɪnd
UNCONTAMINATED	ˌənkənˈtæməˌneɪtəd
UNCONTESTED	ˌənkənˈtɛstɪd
UNCONTRADICTED	ˌənkɔntrəˈdɪktɪd
UNCONTROLLABLE	ˌənkənˈtroʊləbəl
UNCONTROLLABLY	ˌənkənˈtroʊləbli
UNCONTROLLED	ˌənkənˈtroʊld
UNCONTROVERSIAL	ˌənˌkɑːntrəˈvɝːʃəl
UNCONVENTIONAL	ˌənkənˈvɛnʃənəl
UNCONVERTED	ˌənkənˈvɝːtɪd
UNCONVINCED	ˌənkənˈvɪnst
UNCONVINCING	ˌənkənˈvɪnsɪŋ
UNCOOL	ˌənˈkuːl
UNCOOPERATIVE	ənkoʊˈɑːpɝətɪv
UNCOORDINATED	ənkoʊˈɔrdəneɪtɪd
UNCORK	ənˈkɔrk
UNCORKED	ənˈkɔrkt
UNCORKS	ənˈkɔrks
UNCORRECTED	ˌənkɝˈɛktɪd
UNCORROBORATED	ˌənkɝˈɑːbɝeɪtɪd
UNCOUNTED	ˌənˈkaʊntɪd
UNCOUPLE	ənˈkʌpəl
UNCOUTH	ˈʌnˈkuːθ
UNCOVER	ənˈkʌvɝ
UNCOVERED	ənˈkʌvɝd
UNCOVERING	ənˈkʌvɝɪŋ
UNCOVERS	ˌənˈkʌvɝz
UNCRITICAL	ənˈkrɪtɪkəl
UNCRITICALLY	ənˈkrɪtɪkəli, ənˈkrɪtɪkli
UNCTAD	ˈʌnkˌtæd
UNCTUOUS	ˈʌŋtʃwəs
UNCURED	ˌənˈkjɝːd
UNCUT	ˌənˈkʌt
UND	ˈʌnd
UNDAMAGED	ˌənˈdæmədʒd
UNDATED	ˌənˈdeɪtɪd
UNDAUNTED	ənˈdɔntɪd
UNDECIDED	ˌəndɪˈsaɪdɪd
UNDECIDEDS	ˌəndɪˈsaɪdɪdz
UNDECLARED	əndɪˈklɛrd
UNDEFEATED	ˌəndɪˈfiːtɪd
UNDEFINED	ˌəndɪˈfaɪnd
UNDELIVERED	ˌəndɪˈlɪvɝd
UNDEMOCRATIC	ˌəndɛməˈkrætɪk
UNDENIABLE	ˌəndɪˈnaɪəbəl
UNDENIABLY	ˌəndɪˈnaɪəbli
UNDER	ˈʌndɝ
UNDER-AGE	ˈʌndɝˈeɪdʒ
UNDERACHIEVER	ˈʌndɝəˌtʃiːvɝ
UNDERACHIEVERS	ˈʌndɝəˌtʃiːvɝz
UNDERAGE	ˈʌndɝɪdʒ
UNDERARM	ˌəndɝˈɑːrm
UNDERBELLY	ˈʌndɝˌbɛli
UNDERBERG	ˈʌndɝbɝg
UNDERBID	ˈʌndɝˌbɪd
UNDERBRUSH	ˈʌndɝˌbrəʃ
UNDERCAPITALIZE	əndɝˈkæpətəˌlaɪz
UNDERCAPITALIZED	əndɝˈkæpətəˌlaɪzd
UNDERCARRIAGE	ˈʌndɝˌkærɪdʒ
UNDERCLASS	ˈʌndɝˌklæs
UNDERCLASSMEN	ˌəndɝˈklæsmɛn
UNDERCOAT	ˈʌndɝˌkoʊt
UNDERCOOK	əndɝˈkʊk
UNDERCOOKED	əndɝˈkʊkt
UNDERCOUNT	ˈʌndɝˌkaʊnt
UNDERCOUNTED	ˈʌndɝˌkaʊntɪd
UNDERCOVER	ˌəndɝˈkʌvɝ
UNDERCURRENT	ˈʌndɝˌkɝːənt
UNDERCURRENTS	ˈʌndɝˌkɝːənts
UNDERCUT	ˈʌndɝˌkət
UNDERCUTS	ˈʌndɝˌkəts
UNDERCUTTING	ˈʌndɝˌkətɪŋ
UNDERDAHL	ˈʌndɝˌdɑːl
UNDERDEVELOP	ˌəndɝdɪˈvɛləp
UNDERDEVELOPED	ˌəndɝdɪˈvɛləpt
UNDERDEVELOPMENT	ˌəndɝdəˈvɛləpmənt
UNDERDOG	ˈʌndɝˌdɔg
UNDERDOGS	ˈʌndɝˌdɔgz
UNDERDOWN	ˈʌndɝˌdaʊn
UNDEREMPLOY	ˈʌndɝɪmˈplɔɪ
UNDEREMPLOYED	ˈʌndɝɪmˈplɔɪd
UNDEREMPLOYMENT	ˌəndɝɪmˈplɔɪmənt
UNDERESTIMATE	ˈʌndɝˈɛstəˌmeɪt, ˈʌndɝˈɛstəmət
UNDERESTIMATED	ˈʌndɝˈɛstəˌmeɪtɪd
UNDERESTIMATES	ˌəndɝˈɛstɪmɪts, ˌəndɝˈɛstɪmeɪts
UNDERESTIMATING	ˌəndɝˈɛstɪˌmeɪtɪŋ
UNDERFINANCE	ˌəndɝfɪˈnæns
UNDERFINANCED	ˌəndɝfɪˈnænst
UNDERFOOT	ˌəndɝˈfʊt
UNDERFUND	ˈʌndɝˌfənd
UNDERFUNDED	ˈʌndɝˌfəndɪd
UNDERFUNDING	ˈʌndɝˌfəndɪŋ
UNDERGARMENT	ˈʌndɝˌgɑːrmənt
UNDERGARMENTS	ˈʌndɝˌgɑːrmənts
UNDERGO	ˌəndɝˈgoʊ
UNDERGOES	ˈʌndɝˌgoʊz
UNDERGOING	ˌəndɝˈgoʊɪŋ
UNDERGONE	ˌəndɝˈgɔn
UNDERGRAD	ˈʌndɝˌgræd
UNDERGRADUATE	ˌəndɝˈgrædʒəwət
UNDERGRADUATES	ˌəndɝˈgrædʒəwəts
UNDERGROUND	ˈʌndɝˌgraʊnd
UNDERGROWTH	ˈʌndɝˌgroʊθ
UNDERHANDED	ˈʌndɝˈhændɪd
UNDERHILL	ˈʌndɝˌhɪl
UNDERINSURE	ˌəndɝɪnˈʃɔr
UNDERINSURED	ˌəndɝɪnˈʃɔrd
UNDERKOFFLER	ˈʌndɝˌkɔfəlɝ
UNDERLIE	ˌəndɝˈlaɪ
UNDERLIES	ˌəndɝˈlaɪz
UNDERLINE	ˈʌndɝˌlaɪn
UNDERLINED	ˈʌndɝˌlaɪnd
UNDERLINES	ˈʌndɝˌlaɪnz
UNDERLING	ˈʌndɝlɪŋ
UNDERLINGS	ˈʌndɝlɪŋz
UNDERLINING	ˈʌndɝˌlaɪnɪŋ
UNDERLY	ˌəndɝˈlaɪ
UNDERLYING	ˌəndɝˈlaɪɪŋ
UNDERMAN	ˈʌndɝˌmæn
UNDERMANNED	ˈʌndɝˌmænd
UNDERMINE	ˈʌndɝˌmaɪn
UNDERMINED	ˌəndɝˈmaɪnd
UNDERMINES	ˌəndɝˈmaɪnz
UNDERMINING	ˈʌndɝˌmaɪnɪŋ
UNDERNEATH	ˌəndɝˈniːθ
UNDERNOURISH	ˌəndɝˈnɝːɪʃ
UNDERNOURISHED	ˌəndɝˈnɝːɪʃt
UNDERPAID	ˈʌndɝˈpeɪd
UNDERPANTS	ˈʌndɝˌpænts
UNDERPASS	ˈʌndɝˌpæs
UNDERPAY	ˌəndɝˈpeɪ
UNDERPAYING	ˈʌndɝˌpeɪɪŋ
UNDERPAYMENT	ˈʌndɝˌpeɪmənt
UNDERPAYMENTS	ˈʌndɝˌpeɪmənts
UNDERPERFORM	ˈʌndɝpɝˌfɔrm
UNDERPERFORMANCE	əndɝpɝˈfɔrməns
UNDERPERFORMED	ˈʌndɝpɝˌfɔrmd
UNDERPERFORMER	ˈʌndɝpɝˌfɔrmɝ
UNDERPERFORMING	ˈʌndɝpɝˌfɔrmɪŋ
UNDERPIN	ˈʌndɝˌpɪn
UNDERPINNED	ˈʌndɝˌpɪnd
UNDERPINNING	ˈʌndɝˌpɪnɪŋ
UNDERPINNINGS	ˈʌndɝˌpɪnɪŋz
UNDERPLAY	ˌəndɝˈpleɪ
UNDERPLAYED	ˌəndɝˈpleɪd
UNDERPOWER	ˌəndɝˈpaʊɝ
UNDERPOWERED	ˌəndɝˈpaʊɝd
UNDERPRICE	ˈʌndɝˌpraɪs
UNDERPRICED	ˈʌndɝˌpraɪst
UNDERPRICING	ˈʌndɝˌpraɪsɪŋ
UNDERPRIVILEDGED	ˌəndɝˈprɪvlɪdʒd
UNDERRATE	ˌəndɝˈreɪt
UNDERRATED	ˌəndɝˈreɪtɪd
UNDERREPORT	ˌəndɝrɪˈpɔrt
UNDERREPORTED	ˌəndɝrɪˈpɔrtɪd
UNDERREPORTING	ˈʌndɝrɪˈpɔrtɪŋ
UNDERREPRESENT	ˌəndɝˌrɛprɪˈzɛnt
UNDERREPRESENTED	əndɝˌrɛprɪˈzɛntɪd
UNDERSCORE	ˌəndɝˈskɔr
UNDERSCORED	ˌəndɝˈskɔrd
UNDERSCORES	ˌəndɝˈskɔrz
UNDERSCORING	ˌəndɝˈskɔrɪŋ
UNDERSEA	ˌəndɝˈsiː
UNDERSEAS	ˌəndɝˈsiːz
UNDERSECRETARY	ˌəndɝˈsɛkrɪˌtɛri
UNDERSELL	ˈʌndɝˌsɛl
UNDERSELLING	ˈʌndɝˌsɛlɪŋ
UNDERSERVE	ˌəndɝˈsɝːv
UNDERSERVED	ˌəndɝˈsɝːvd
UNDERSHIRT	ˈʌndɝˌʃɝːt
UNDERSHIRTS	ˈʌndɝˌʃɝːts
UNDERSIDE	ˈʌndɝˌsaɪd
UNDERSIZED	ˈʌndɝˌsaɪzd
UNDERSOLD	ˌəndɝˈsoʊld
UNDERSPIN	ˈʌndɝˌspɪn
UNDERSTAFF	ˈʌndɝˌstæf
UNDERSTAFFED	ˈʌndɝˌstæft
UNDERSTAND	ˌəndɝˈstænd
UNDERSTANDABLE	ˌəndɝˈstændəbəl
UNDERSTANDABLY	ˌəndɝˈstændəbli
UNDERSTANDING	ˌəndɝˈstændɪŋ
UNDERSTANDINGS	ˌəndɝˈstændɪŋz
UNDERSTANDS	ˌəndɝˈstændz
UNDERSTATE	ˈʌndɝˌsteɪt
UNDERSTATED	ˈʌndɝˌsteɪtɪd
UNDERSTATEMENT	ˈʌndɝˌsteɪtmənt
UNDERSTATES	ˈʌndɝˌsteɪts
UNDERSTATING	ˈʌndɝˌsteɪtɪŋ
UNDERSTOOD	ˌəndɝˈstʊd
UNDERSTORY	ˈʌndɝˌstɔri
UNDERSTUDY	ˈʌndɝˌstədi
UNDERSUBSCRIBED	ˌəndɝsəbˈskraɪbd
UNDERTAKE	ˈʌndɝˌteɪk
UNDERTAKEN	ˈʌndɝˌteɪkən
UNDERTAKER	ˈʌndɝˌteɪkɝ
UNDERTAKES	ˈʌndɝˌteɪks
UNDERTAKING	ˈʌndɝˌteɪkɪŋ
UNDERTAKINGS	ˈʌndɝˌteɪkɪŋz
UNDERTONE	ˈʌndɝˌtoʊn
UNDERTONES	ˈʌndɝˌtoʊnz
UNDERTOOK	ˌəndɝˈtʊk
UNDERTOW	ˈʌndɝˌtoʊ
UNDERTOWS	ˈʌndɝˌtoʊz
UNDERUSE	ˌəndɝˈjuːz
UNDERUSED	ˌəndɝˈjuːzd
UNDERUTILIZE	ˈʌndɝˌjuːtəˌlaɪz
UNDERUTILIZED	ˈʌndɝˌjuːtəˌlaɪzd
UNDERVALUATION	ˈʌndɝˌvæljuːˈeɪʃən
UNDERVALUE	ˈʌndɝˌvæljuː
UNDERVALUED	ˈʌndɝˌvæljuːd
UNDERVALUES	ˈʌndɝˌvæljuːz
UNDERVALUING	əndɝˈvæljuːɪŋ
UNDERWATER	ˈʌndɝˌwɔtɝ
UNDERWAY	ˌəndɝˈweɪ
UNDERWEAR	ˈʌndɝˌwɛr
UNDERWEIGHT	ˈʌndɝˌweɪt
UNDERWEIGHTED	əndɝˈweɪtɪd
UNDERWENT	ˌəndɝˈwɛnt
UNDERWHELM	ˌəndɝˈwɛlm
UNDERWHELMED	ˌəndɝˈwɛlmd
UNDERWITHHELD	ˈʌndɝˌwɪθˈhɛld
UNDERWITHHOLD	ˈʌndɝˌwɪθˌhoʊld
UNDERWITHHOLDING	ˈʌndɝˌwɪθˌhoʊldɪŋ
UNDERWOOD	ˈʌndɝˌwʊd
UNDERWOODS	ˈʌndɝˌwʊdz
UNDERWORLD	ˈʌndɝˌwɝːld
UNDERWRITE	ˈʌndɝˌraɪt
UNDERWRITER	ˈʌndɝˌraɪtɝ
UNDERWRITER'S	ˈʌndɝˌraɪtɝz
UNDERWRITERS	ˈʌndɝˌraɪtɝz
UNDERWRITERS'	ˈʌndɝˌraɪtɝz
UNDERWRITES	ˈʌndɝˌraɪts
UNDERWRITING	ˈʌndɝˈraɪtɪŋ
UNDERWRITINGS	ˈʌndɝˌraɪtɪŋz
UNDERWRITTEN	ˈʌndɝˌrɪtən
UNDERWROTE	ˌəndɝˈroʊt
UNDESERVED	ˌəndɪˈzɝːvd
UNDESERVING	ˌəndɪˈzɝːvɪŋ
UNDESIRABLE	ˌəndɪˈzaɪrəbəl
UNDETECTABLE	əndɪˈtɛktəbəl
UNDETECTED	ˌəndɪˈtɛktɪd
UNDETERMINED	ˌəndɪˈtɝːmɪnd, ˌəndiːˈtɝːmənd
UNDETERMINING	ˌəndɪˈtɝːmɪnɪŋ, ˌəndiːˈtɝːmənɪŋ
UNDETERRED	ˌəndɪˈtɝːd
UNDEVELOPED	ˌəndɪˈvɛləpt
UNDIAGNOSED	ənˈdaɪægnoʊst
UNDID	ˌənˈdɪd
UNDIFFERENTIATED	ənˌdɪfəˈrɛnʃiːˌeɪtɪd
UNDIGNIFIED	ənˈdɪgnɪˌfaɪd
UNDILUTE	ˌəndəˈluːt
UNDILUTED	ˌəndəˈluːtɪd
UNDIMINISHED	ˌəndəˈmɪnɪʃt
UNDINE	ˈʌnˌdiːn
UNDIPLOMATIC	ənˌdɪpləˈmætɪk
UNDIPLOMATICALLY	ənˌdɪpləˈmætɪkli
UNDISCIPLINED	ənˈdɪsɪplɪnd
UNDISCLOSED	ˌəndɪsˈkloʊzd
UNDISCOVERED	ˌəndɪˈskʌvɝd
UNDISGUISED	ˌəndɪsˈgaɪzd
UNDISPUTED	ˌəndɪsˈpjuːtɪd
UNDISTINGUISHED	ˌəndɪˈstɪŋgwɪʃt
UNDISTRIBUTED	ˌəndɪˈstrɪbjuːtɪd
UNDISTURBED	ˌəndɪˈstɝːbd
UNDIVERSIFIED	ˌəndɪˈvɝːsɪˌfaɪd
UNDIVIDED	ˌəndəˈvaɪdɪd
UNDO	ənˈduː
UNDOCK	ənˈdɑːk
UNDOCKING	ənˈdɑːkɪŋ
UNDOCUMENTED	ənˈdɑːkjəmɛntɪd, ənˈdɑːkjəmɛnɪd
UNDOING	ənˈduːɪŋ
UNDONE	ənˈdʌn
UNDOUBTED	ənˈdaʊtɪd
UNDOUBTEDLY	ənˈdaʊtɪdli
UNDREAMED	ənˈdriːmd
UNDRESS	ənˈdrɛs
UNDRESSED	ənˈdrɛst
UNDUE	ənˈduː
UNDULATE	ˈʌndʒəˌleɪt
UNDULATED	ˈʌndʒəˌleɪtəd
UNDULATES	ˈʌndʒəˌleɪts
UNDULATING	ˈʌndʒəˌleɪtɪŋ
UNDULY	ənˈduːli
UNDYING	ənˈdaɪɪŋ
UNEARNED	əˈnɝːnd
UNEARTH	əˈnɝːθ
UNEARTHED	əˈnɝːθt
UNEARTHING	əˈnɝːθɪŋ
UNEARTHLY	əˈnɝːθli
UNEASE	əˈniːz
UNEASILY	əˈniːzəli
UNEASINESS	ˌəˈniːziːnəs
UNEASY	əˈniːzi
UNECONOMIC	əˌnɛkəˈnɑːmɪk
UNECONOMICAL	əˌnɛkəˈnɑːmɪkəl
UNEDITED	əˈnɛdətɪd
UNEDUCATED	əˈnɛdʒʊˌkeɪtɪd
UNELECTABLE	ˌənɪˈlɛktəbəl
UNELECTED	ˌənɪˈlɛktɪd
UNEMOTIONAL	ˌəniːˈmoʊʃənəl, ˌənəˈmoʊʃənəl
UNEMPLOY	ənɪmˈplɔɪ
UNEMPLOYABLE	ənɪmˈplɔɪəbəl
UNEMPLOYED	ˌənɛmˈplɔɪd
UNEMPLOYMENT	ˌənɪmˈplɔɪmənt
UNENCUMBER	ˌənɛnˈkʌmbɝ
UNENCUMBERED	ˌənɛnˈkʌmbɝd
UNENDING	əˈnɛndɪŋ
UNENFORCEABLE	ˌənɛnˈfɔrsəbəl
UNENFORCED	ˌənɛnˈfɔrst
UNENLIGHTENED	ˌənɛnˈlaɪtənd
UNENTHUSIASTIC	ənɪnˌθuːziːˈæstɪk
UNENUMERATED	ənɪˈnuːmɝˌeɪtɪd
UNENVIABLE	əˈnɛnˌviːəbəl
UNEO	ˈjuːniːoʊ
UNEQUAL	əˈniːkwəl
UNEQUALED	əˈniːˌkwəld
UNEQUIVOCABLY	ənɪˈkwɪvəkəbli
UNEQUIVOCAL	ˌənɪˈkwɪvəkəl, ˌəniːˈkwɪvəkəl
UNEQUIVOCALLY	ˌəniːˈkwɪvəkəli, ˌəniːˈkwɪvəkli
UNESCO	juːˈnɛˌskoʊ
UNETHICAL	əˈnɛθɪkəl
UNETHICALLY	əˈnɛθɪkli
UNEVEN	əˈniːvən
UNEVENLY	əˈniːvənli
UNEVENTFUL	ˌəniːˈvɛntfəl
UNEXCITING	ənɪkˈsaɪtɪŋ
UNEXERCISED	əˈnɛksɝˌsaɪzd
UNEXPECTED	ˌənɪkˈspɛktɪd
UNEXPECTEDLY	ˌənɪkˈspɛktɪdli
